"Fiscal Year Ended","Taxing Jurisdiction","Amount Distributed","Jurisdiction Sort Order"
"2007","City of Plattsburgh Sales and Use Tax","$138","85"
"2007","City of Rome Sales and Use Tax","$6,050,281","86"
"2007","City of Salamanca Sales and Use Tax","$521,098","87"
"2007","City of Saratoga Springs Sales and Use Tax","$8,331,575","88"
"2007","City of Schenectady Sales and Use Tax","$3,936","89"
"2007","City of Sherrill Sales and Use Tax","$186,790","90"
"2007","City of Troy Sales and Use Tax","$0","91"
"2007","City of Utica Sales and Use Tax","$8,628,774","92"
"2007","City of White Plains Sales and Use Tax","$42,270,923","93"
"2007","City of Yonkers Sales and Use Tax","$34,337,038","94"
"2007","City of Yonkers Special Sales and Use Tax","$22,890,950","95"
"2007","City of Newburgh Consumer Utilities","$1,266,017","96"
"2007","City of Port Jervis Consumer Utilities","$382,709","97"
"2007","Albany City School District Consumer Utilities","$6,215,063","98"
"2007","Batavia City School District Consumer Utilities","$1,060,095","99"
"2007","Cohoes City School District Consumer Utilities","$716,210","100"
"2007","Glen Cove City School District Consumer Utilities","$1,513,136","101"
"2007","Gloversville City School District Consumer Utilities","$797,025","102"
"2007","Hornell City School District Consumer Utilities","$438,158","103"
"2007","Hudson City School District Consumer Utilities","$797,644","104"
"2007","Johnstown City School District Consumer Utilities","$600,857","105"
"2007","Lackawanna City School District Consumer Utilities","$771,886","106"
"2007","Long Beach City School District Consumer Utilities","$2,094,494","107"
"2007","Middletown City School District Consumer Utilities","$1,980,957","108"
"2007","Mt. Vernon City School District Consumer Utilities","$0","109"
"2007","New Rochelle City School District Consumer Utilities","$3,728,706","110"
"2007","Newburgh City School District Consumer Utilities","$0","111"
"2007","Niagara Falls City School District Consumer Utilities","$2,727,777","112"
"2007","Ogdensburg City School District Consumer Utilities","$581,318","113"
"2007","Peekskill City School District Consumer Utilities","$0","114"
"2007","Rensselaer City School District Consumer Utilities","$413,342","115"
"2007","Schenectady City School District Consumer Utilities","$3,329,664","116"
"2007","Troy City School District Consumer Utilities","$1,076,639","117"
"2007","Utica City School District Consumer Utilities","$3,088,282","118"
"2007","Watertown City School District Consumer Utilities","$1,575,233","119"
"2007","Watervliet City School District Consumer Utilities","$493,833","120"
"2007","White Plains City School District Consumer Utilities","$5,202,898","121"
"2007","New York City Convention Center Development Corporation Hotel Occupancy","$32,151,437","122"
"2007","City of Lockport Admissions, Club Dues, Food, Drink, Amusements and Utilities Services","$2,115,929","123"
"2007","City of Long Beach Hotel Occupancy and Restaurant Meals","$1,050,570","124"
"2007","Metropolitan Transportation Authority Aid Trust Account Passenger Car Rental","$0","125"
"2007","City of Niagara Falls Admissions, Club Dues, Food, Drink, Amusements, Hotel Occupancy, Utilities Services","$5,645,898","126"
"2006","New York State Sales and Use Tax","$10,633,673,013","1"
"2006","New York City Sales and Use Tax","$187,978,649","2"
"2006","Municipal Assistance Corporation Sales and Use Tax","$4,304,968,874","3"
"2006","Metropolitan Commuter Transportation District Sales and Use Tax","$603,551,772","4"
"2006","Albany County Sales and Use Tax","$220,176,011","5"
"2006","Allegany County Sales and Use Tax","$16,117,359","6"
"2006","Broome County Sales and Use Tax","$103,068,826","7"
"2006","Cattaraugus County Sales and Use Tax","$29,876,772","8"
"2006","Cayuga County Sales and Use Tax","$28,345,695","9"
"2006","Chautauqua County Sales and Use Tax","$62,458,354","10"
"2006","Chemung County Sales and Use Tax","$47,644,519","11"
"2006","Chenango County Sales and Use Tax","$16,951,533","12"
"2006","Clinton County Sales and Use Tax","$39,976,299","13"
"2006","Columbia County Sales and Use Tax","$31,062,563","14"
"2006","Cortland County Sales and Use Tax","$22,144,364","15"
"2006","Delaware County Sales and Use Tax","$19,585,864","16"
"2006","Dutchess County Sales and Use Tax","$156,104,179","17"
"2006","Erie County Sales and Use Tax","$525,288,038","18"
"2006","Essex County Sales and Use Tax","$20,939,488","19"
"2006","Franklin County Sales and Use Tax","$12,866,165","20"
"2006","Fulton County Sales and Use Tax","$12,849,969","21"
"2006","Genesee County Sales and Use Tax","$30,113,445","22"
"2006","Greene County Sales and Use Tax","$25,788,545","23"
"2006","Hamilton County Sales and Use Tax","$2,474,125","24"
"2006","Herkimer County Sales and Use Tax","$23,308,520","25"
"2006","Jefferson County Sales and Use Tax","$57,273,334","26"
"2006","Lewis County Sales and Use Tax","$8,240,403","27"
"2006","Livingston County Sales and Use Tax","$23,748,716","28"
"2006","Madison County Sales and Use Tax","$21,912,305","29"
"2006","Monroe County Sales and Use Tax","$389,800,637","30"
"2006","Montgomery County Sales and Use Tax","$22,587,623","31"
"2006","Nassau County Sales and Use Tax","$962,068,841","32"
"2006","Niagara County Sales and Use Tax","$87,478,903","33"
"2006","Oneida County Sales and Use Tax","$127,115,257","34"
"2006","Onondaga County Sales and Use Tax","$278,124,677","35"
"2006","Ontario County Sales and Use Tax","$52,018,753","36"
"2006","Orange County Sales and Use Tax","$216,573,184","37"
"2006","Orleans County Sales and Use Tax","$11,681,019","38"
"2006","Oswego County Sales and Use Tax","$27,457,314","39"
"2006","Otsego County Sales and Use Tax","$31,841,420","40"
"2006","Putnam County Sales and Use Tax","$39,390,197","41"
"2006","Rensselaer County Sales and Use Tax","$63,394,007","42"
"2006","Rockland County Sales and Use Tax","$156,826,182","43"
"2006","St. Lawrence County Sales and Use Tax","$35,557,883","44"
"2006","Saratoga County Sales and Use Tax","$90,604,340","45"
"2006","Schenectady County Sales and Use Tax","$78,464,014","46"
"2006","Schoharie County Sales and Use Tax","$12,925,862","47"
"2006","Schuyler County Sales and Use Tax","$7,858,149","48"
"2006","Seneca County Sales and Use Tax","$17,407,570","49"
"2006","Steuben County Sales and Use Tax","$37,752,491","50"
"2006","Suffolk County Sales and Use Tax","$1,132,189,698","51"
"2006","Sullivan County Sales and Use Tax","$32,109,288","52"
"2006","Tioga County Sales and Use Tax","$16,548,231","53"
"2006","Tompkins County Sales and Use Tax","$40,486,886","54"
"2006","Ulster County Sales and Use Tax","$95,837,660","55"
"2006","Warren County Sales and Use Tax","$41,681,800","56"
"2006","Washington County Sales and Use Tax","$15,194,504","57"
"2006","Wayne County Sales and Use Tax","$32,915,881","58"
"2006","Westchester County Sales and Use Tax","$436,092,578","59"
"2006","Wyoming County Sales and Use Tax","$13,918,776","60"
"2006","Yates County Sales and Use Tax","$8,235,302","61"
"2006","City of Amsterdam Sales and Use Tax","$359","62"
"2006","City of Auburn Sales and Use Tax","$7,297,814","63"
"2006","City of Batavia Sales and Use Tax","$3,261","64"
"2006","City of Canandaigua Sales and Use Tax","$3,166,975","65"
"2006","City of Corning Sales and Use Tax","$2,100,141","66"
"2006","City of Cortland Sales and Use Tax","$1,108","67"
"2006","City of Elmira Sales and Use Tax","$2,059","68"
"2006","City of Fulton Sales and Use Tax","$6,173,797","69"
"2006","City of Geneva Sales and Use Tax","$2,172,168","70"
"2006","City of Glen Cove Sales and Use Tax","$34","71"
"2006","City of Glens Falls Sales and Use Tax","$2,658,778","72"
"2006","City of Gloversville Sales and Use Tax","$1,904,700","73"
"2006","City of Hornell Sales and Use Tax","$2,309,928","74"
"2006","City of Ithaca Sales and Use Tax","$8,007,849","75"
"2006","City of Johnstown Sales and Use Tax","$2,126,775","76"
"2006","City of Mechanicville Sales and Use Tax","$436","77"
"2006","City of Mount Vernon Sales and Use Tax","$16,244,055","78"
"2006","City of New Rochelle Sales and Use Tax","$23,509,026","79"
"2006","City of Norwich Sales and Use Tax","$1,280,853","80"
"2006","City of Ogdensburg Sales and Use Tax","$2,642","81"
"2006","City of Olean Sales and Use Tax","$3,692,967","82"
"2006","City of Oneida Sales and Use Tax","$3,580,164","83"
"2006","City of Oswego Sales and Use Tax","$11,699,250","84"
"2006","City of Plattsburgh Sales and Use Tax","$2,274","85"
"2006","City of Rome Sales and Use Tax","$6,060,994","86"
"2006","City of Salamanca Sales and Use Tax","$559,481","87"
"2006","City of Saratoga Springs Sales and Use Tax","$7,804,761","88"
"2006","City of Schenectady Sales and Use Tax","$2,793","89"
"2006","City of Sherrill Sales and Use Tax","$198,110","90"
"2006","City of Troy Sales and Use Tax","$0","91"
"2006","City of Utica Sales and Use Tax","$8,525,160","92"
"2006","City of White Plains Sales and Use Tax","$41,330,173","93"
"2006","City of Yonkers Sales and Use Tax","$34,289,751","94"
"2006","City of Yonkers Special Sales and Use Tax","$22,859,407","95"
"2006","City of Newburgh Consumer Utilities","$1,125,301","96"
"2006","City of Port Jervis Consumer Utilities","$355,139","97"
"2006","Albany City School District Consumer Utilities","$5,876,898","98"
"2006","Batavia City School District Consumer Utilities","$1,070,530","99"
"2006","Cohoes City School District Consumer Utilities","$627,228","100"
"2006","Glen Cove City School District Consumer Utilities","$1,469,266","101"
"2006","Gloversville City School District Consumer Utilities","$917,968","102"
"2006","Hornell City School District Consumer Utilities","$560,161","103"
"2006","Hudson City School District Consumer Utilities","$639,010","104"
"2006","Johnstown City School District Consumer Utilities","$555,911","105"
"2006","Lackawanna City School District Consumer Utilities","$732,956","106"
"2006","Long Beach City School District Consumer Utilities","$2,077,269","107"
"2006","Middletown City School District Consumer Utilities","$1,806,095","108"
"2006","Mt. Vernon City School District Consumer Utilities","$0","109"
"2006","New Rochelle City School District Consumer Utilities","$3,863,247","110"
"2006","Newburgh City School District Consumer Utilities","$0","111"
"2006","Niagara Falls City School District Consumer Utilities","$2,651,736","112"
"2006","Ogdensburg City School District Consumer Utilities","$530,583","113"
"2006","Peekskill City School District Consumer Utilities","$0","114"
"2006","Rensselaer City School District Consumer Utilities","$322,482","115"
"2006","Schenectady City School District Consumer Utilities","$2,976,075","116"
"2006","Troy City School District Consumer Utilities","$918,463","117"
"2006","Utica City School District Consumer Utilities","$2,978,063","118"
"2006","Watertown City School District Consumer Utilities","$1,410,580","119"
"2006","Watervliet City School District Consumer Utilities","$487,524","120"
"2006","White Plains City School District Consumer Utilities","$5,206,856","121"
"2006","New York City Convention Center Development Corporation Hotel Occupancy","$20,489,627","122"
"2006","City of Lockport Admissions, Club Dues, Food, Drink, Amusements and Utilities Services","$2,142,918","123"
"2006","City of Long Beach Hotel Occupancy and Restaurant Meals","$1,002,617","124"
"2006","Metropolitan Transportation Authority Aid Trust Account Passenger Car Rental","$0","125"
"2006","City of Niagara Falls Admissions, Club Dues, Food, Drink, Amusements, Hotel Occupancy, Utilities Services","$5,472,993","126"
"2005","New York State Sales and Use Tax","$10,572,931,594","1"
"2005","New York City Sales and Use Tax","$175,569,380","2"
"2005","Municipal Assistance Corporation Sales and Use Tax","$4,079,096,741","3"
"2005","Metropolitan Commuter Transportation District Sales and Use Tax","$428,512,909","4"
"2005","Albany County Sales and Use Tax","$211,357,427","5"
"2005","Allegany County Sales and Use Tax","$13,784,203","6"
"2005","Broome County Sales and Use Tax","$99,542,311","7"
"2005","Cattaraugus County Sales and Use Tax","$29,055,002","8"
"2005","Cayuga County Sales and Use Tax","$26,856,947","9"
"2005","Chautauqua County Sales and Use Tax","$43,722,085","10"
"2005","Chemung County Sales and Use Tax","$46,798,986","11"
"2005","Chenango County Sales and Use Tax","$15,841,577","12"
"2005","Clinton County Sales and Use Tax","$37,152,045","13"
"2005","Columbia County Sales and Use Tax","$28,893,247","14"
"2005","Cortland County Sales and Use Tax","$22,043,590","15"
"2005","Delaware County Sales and Use Tax","$18,538,926","16"
"2005","Dutchess County Sales and Use Tax","$149,140,685","17"
"2005","Erie County Sales and Use Tax","$480,087,345","18"
"2005","Essex County Sales and Use Tax","$18,191,981","19"
"2005","Franklin County Sales and Use Tax","$12,518,842","20"
"2005","Fulton County Sales and Use Tax","$12,149,333","21"
"2005","Genesee County Sales and Use Tax","$28,269,530","22"
"2005","Greene County Sales and Use Tax","$22,783,017","23"
"2005","Hamilton County Sales and Use Tax","$2,467,852","24"
"2005","Herkimer County Sales and Use Tax","$21,950,836","25"
"2005","Jefferson County Sales and Use Tax","$45,414,288","26"
"2005","Lewis County Sales and Use Tax","$6,589,913","27"
"2005","Livingston County Sales and Use Tax","$22,083,135","28"
"2005","Madison County Sales and Use Tax","$18,522,982","29"
"2005","Monroe County Sales and Use Tax","$375,061,604","30"
"2005","Montgomery County Sales and Use Tax","$20,741,680","31"
"2005","Nassau County Sales and Use Tax","$944,591,591","32"
"2005","Niagara County Sales and Use Tax","$85,559,092","33"
"2005","Oneida County Sales and Use Tax","$88,558,544","34"
"2005","Onondaga County Sales and Use Tax","$229,274,074","35"
"2005","Ontario County Sales and Use Tax","$50,131,350","36"
"2005","Orange County Sales and Use Tax","$188,432,789","37"
"2005","Orleans County Sales and Use Tax","$11,314,768","38"
"2005","Oswego County Sales and Use Tax","$23,339,947","39"
"2005","Otsego County Sales and Use Tax","$29,489,797","40"
"2005","Putnam County Sales and Use Tax","$36,881,153","41"
"2005","Rensselaer County Sales and Use Tax","$58,016,855","42"
"2005","Rockland County Sales and Use Tax","$149,002,922","43"
"2005","St. Lawrence County Sales and Use Tax","$33,181,720","44"
"2005","Saratoga County Sales and Use Tax","$85,770,625","45"
"2005","Schenectady County Sales and Use Tax","$76,218,356","46"
"2005","Schoharie County Sales and Use Tax","$11,371,875","47"
"2005","Schuyler County Sales and Use Tax","$7,652,876","48"
"2005","Seneca County Sales and Use Tax","$15,199,449","49"
"2005","Steuben County Sales and Use Tax","$34,233,398","50"
"2005","Suffolk County Sales and Use Tax","$1,088,306,092","51"
"2005","Sullivan County Sales and Use Tax","$30,147,600","52"
